RUN	scala.simulations.simulationPerros	simulationperros	1683836782254	 	3.3.1
REQUEST	2345		R_ObtenerListadoPerros	1683836802739	1683836807229	OK	 
REQUEST	2195		R_ObtenerListadoPerros	1683836801945	1683836807230	OK	 
USER	S_ObtenerListadoPerros	2345	END	1683836802739	1683836807230
USER	S_ObtenerListadoPerros	2195	END	1683836801945	1683836807230
REQUEST	1346		R_ObtenerListadoPerros	1683836796929	1683836807250	KO	j.n.s.SSLException: handshake timed out
USER	S_ObtenerListadoPerros	1346	END	1683836796929	1683836807250
REQUEST	1352		R_ObtenerListadoPerros	1683836796975	1683836807296	KO	j.n.s.SSLException: handshake timed out
USER	S_ObtenerListadoPerros	1352	END	1683836796974	1683836807297
REQUEST	2445		R_ObtenerListadoPerros	1683836803246	1683836807303	OK	 
USER	S_ObtenerListadoPerros	2445	END	1683836803245	1683836807304
REQUEST	2055		R_ObtenerListadoPerros	1683836801173	1683836807305	KO	j.n.c.ClosedChannelException
USER	S_ObtenerListadoPerros	2055	END	1683836801172	1683836807305
REQUEST	2233		R_ObtenerListadoPerros	1683836802149	1683836807313	OK	 
USER	S_ObtenerListadoPerros	2233	END	1683836802149	1683836807314
REQUEST	2155		R_ObtenerListadoPerros	1683836801729	1683836807316	OK	 
USER	S_ObtenerListadoPerros	2155	END	1683836801729	1683836807317
REQUEST	1757		R_ObtenerListadoPerros	1683836799506	1683836807354	OK	 
USER	S_ObtenerListadoPerros	1757	END	1683836799506	1683836807354
REQUEST	1705		R_ObtenerListadoPerros	1683836799199	1683836807442	KO	j.n.c.ClosedChannelException
REQUEST	1706		R_ObtenerListadoPerros	1683836799199	1683836807442	KO	j.n.c.ClosedChannelException
USER	S_ObtenerListadoPerros	1706	END	1683836799199	1683836807442
USER	S_ObtenerListadoPerros	1705	END	1683836799198	1683836807442
REQUEST	1544		R_ObtenerListadoPerros	1683836798217	1683836807466	OK	 
USER	S_ObtenerListadoPerros	1544	END	1683836798217	1683836807466
REQUEST	1356		R_ObtenerListadoPerros	1683836797006	1683836807480	KO	j.n.s.SSLException: handshake timed out
REQUEST	1357		R_ObtenerListadoPerros	1683836797043	1683836807480	KO	j.n.s.SSLException: handshake timed out
REQUEST	1355		R_ObtenerListadoPerros	1683836796991	1683836807480	KO	j.n.s.SSLException: handshake timed out
REQUEST	1358		R_ObtenerListadoPerros	1683836797043	1683836807480	KO	j.n.s.SSLException: handshake timed out
REQUEST	1361		R_ObtenerListadoPerros	1683836797043	1683836807480	KO	j.n.s.SSLException: handshake timed out
REQUEST	1354		R_ObtenerListadoPerros	1683836796991	1683836807480	KO	j.n.s.SSLException: handshake timed out
USER	S_ObtenerListadoPerros	1357	END	1683836797042	1683836807480
USER	S_ObtenerListadoPerros	1355	END	1683836796990	1683836807480
USER	S_ObtenerListadoPerros	1356	END	1683836797006	1683836807480
USER	S_ObtenerListadoPerros	1358	END	1683836797043	1683836807480
USER	S_ObtenerListadoPerros	1361	END	1683836797043	1683836807480
USER	S_ObtenerListadoPerros	1354	END	1683836796990	1683836807480
REQUEST	2416		R_ObtenerListadoPerros	1683836803106	1683836807504	OK	 
USER	S_ObtenerListadoPerros	2416	END	1683836803105	1683836807504
REQUEST	1712		R_ObtenerListadoPerros	1683836799231	1683836807534	KO	j.n.c.ClosedChannelException
USER	S_ObtenerListadoPerros	1712	END	1683836799231	1683836807534
REQUEST	1707		R_ObtenerListadoPerros	1683836799199	1683836807536	KO	j.n.c.ClosedChannelException
USER	S_ObtenerListadoPerros	1707	END	1683836799199	1683836807536
REQUEST	1763		R_ObtenerListadoPerros	1683836799539	1683836807538	OK	 
USER	S_ObtenerListadoPerros	1763	END	1683836799539	1683836807538
REQUEST	2230		R_ObtenerListadoPerros	1683836802131	1683836807547	OK	 
USER	S_ObtenerListadoPerros	2230	END	1683836802130	1683836807547
REQUEST	1716		R_ObtenerListadoPerros	1683836799261	1683836807570	KO	j.n.c.ClosedChannelException
REQUEST	1713		R_ObtenerListadoPerros	1683836799246	1683836807570	KO	j.n.c.ClosedChannelException
USER	S_ObtenerListadoPerros	1716	END	1683836799261	1683836807571
USER	S_ObtenerListadoPerros	1713	END	1683836799246	1683836807571
REQUEST	1717		R_ObtenerListadoPerros	1683836799261	1683836807573	KO	j.n.c.ClosedChannelException
USER	S_ObtenerListadoPerros	1717	END	1683836799261	1683836807573
REQUEST	2444		R_ObtenerListadoPerros	1683836803246	1683836807587	OK	 
USER	S_ObtenerListadoPerros	2444	END	1683836803245	1683836807588
REQUEST	1953		R_ObtenerListadoPerros	1683836800609	1683836807595	OK	 
USER	S_ObtenerListadoPerros	1953	END	1683836800609	1683836807595
REQUEST	1478		R_ObtenerListadoPerros	1683836797789	1683836807652	OK	 
REQUEST	2051		R_ObtenerListadoPerros	1683836801158	1683836807652	OK	 
USER	S_ObtenerListadoPerros	1478	END	1683836797789	1683836807653
REQUEST	1382		R_ObtenerListadoPerros	1683836797174	1683836807653	KO	j.n.s.SSLException: handshake timed out
REQUEST	1235		R_ObtenerListadoPerros	1683836796189	1683836807653	KO	j.n.s.SSLException: handshake timed out
USER	S_ObtenerListadoPerros	2051	END	1683836801158	1683836807653
USER	S_ObtenerListadoPerros	1382	END	1683836797173	1683836807653
USER	S_ObtenerListadoPerros	1235	END	1683836796188	1683836807653
REQUEST	1389		R_ObtenerListadoPerros	1683836797221	1683836807658	KO	j.n.s.SSLException: handshake timed out
USER	S_ObtenerListadoPerros	1389	END	1683836797221	1683836807659
REQUEST	2397		R_ObtenerListadoPerros	1683836802999	1683836807660	KO	j.n.c.ClosedChannelException
USER	S_ObtenerListadoPerros	2397	END	1683836802999	1683836807661
REQUEST	1239		R_ObtenerListadoPerros	1683836796209	1683836807662	KO	j.n.s.SSLException: handshake timed out
REQUEST	1958		R_ObtenerListadoPerros	1683836800639	1683836807662	OK	 
USER	S_ObtenerListadoPerros	1239	END	1683836796209	1683836807662
REQUEST	2157		R_ObtenerListadoPerros	1683836801744	1683836807662	KO	j.n.c.ClosedChannelException
USER	S_ObtenerListadoPerros	2157	END	1683836801743	1683836807662
USER	S_ObtenerListadoPerros	1958	END	1683836800639	1683836807662
REQUEST	1390		R_ObtenerListadoPerros	1683836797221	1683836807663	KO	j.n.s.SSLException: handshake timed out
REQUEST	1232		R_ObtenerListadoPerros	1683836796159	1683836807663	KO	j.n.s.SSLException: handshake timed out
REQUEST	1233		R_ObtenerListadoPerros	1683836796173	1683836807663	KO	j.n.s.SSLException: handshake timed out
USER	S_ObtenerListadoPerros	1232	END	1683836796159	1683836807663
USER	S_ObtenerListadoPerros	1390	END	1683836797221	1683836807663
USER	S_ObtenerListadoPerros	1233	END	1683836796172	1683836807663
REQUEST	1240		R_ObtenerListadoPerros	1683836796220	1683836807663	KO	j.n.s.SSLException: handshake timed out
USER	S_ObtenerListadoPerros	1240	END	1683836796219	1683836807663
REQUEST	2256		R_ObtenerListadoPerros	1683836802269	1683836807672	OK	 
USER	S_ObtenerListadoPerros	2256	END	1683836802269	1683836807672
REQUEST	1955		R_ObtenerListadoPerros	1683836800639	1683836807676	OK	 
USER	S_ObtenerListadoPerros	1955	END	1683836800638	1683836807676
REQUEST	2408		R_ObtenerListadoPerros	1683836803049	1683836807700	OK	 
USER	S_ObtenerListadoPerros	2408	END	1683836803049	1683836807700
REQUEST	2419		R_ObtenerListadoPerros	1683836803109	1683836807711	OK	 
USER	S_ObtenerListadoPerros	2419	END	1683836803109	1683836807712
REQUEST	2411		R_ObtenerListadoPerros	1683836803076	1683836807713	OK	 
USER	S_ObtenerListadoPerros	2411	END	1683836803075	1683836807713
REQUEST	2380		R_ObtenerListadoPerros	1683836802909	1683836807726	OK	 
USER	S_ObtenerListadoPerros	2380	END	1683836802909	1683836807727
REQUEST	2417		R_ObtenerListadoPerros	1683836803106	1683836807727	OK	 
USER	S_ObtenerListadoPerros	2417	END	1683836803106	1683836807728
REQUEST	2406		R_ObtenerListadoPerros	1683836803044	1683836807753	OK	 
USER	S_ObtenerListadoPerros	2406	END	1683836803044	1683836807753
REQUEST	1939		R_ObtenerListadoPerros	1683836800546	1683836807754	OK	 
USER	S_ObtenerListadoPerros	1939	END	1683836800546	1683836807754
REQUEST	2400		R_ObtenerListadoPerros	1683836803013	1683836807859	OK	 
USER	S_ObtenerListadoPerros	2400	END	1683836803013	1683836807860
REQUEST	2258		R_ObtenerListadoPerros	1683836802285	1683836807862	OK	 
USER	S_ObtenerListadoPerros	2258	END	1683836802284	1683836807862
REQUEST	2378		R_ObtenerListadoPerros	1683836802904	1683836807866	OK	 
REQUEST	2197		R_ObtenerListadoPerros	1683836801949	1683836807866	KO	j.n.c.ClosedChannelException
USER	S_ObtenerListadoPerros	2197	END	1683836801949	1683836807866
REQUEST	2374		R_ObtenerListadoPerros	1683836802890	1683836807867	OK	 
USER	S_ObtenerListadoPerros	2378	END	1683836802904	1683836807867
USER	S_ObtenerListadoPerros	2374	END	1683836802890	1683836807867
REQUEST	2409		R_ObtenerListadoPerros	1683836803060	1683836807881	OK	 
USER	S_ObtenerListadoPerros	2409	END	1683836803060	1683836807882
REQUEST	2452		R_ObtenerListadoPerros	1683836803279	1683836807926	OK	 
USER	S_ObtenerListadoPerros	2452	END	1683836803279	1683836807928
REQUEST	2178		R_ObtenerListadoPerros	1683836801851	1683836807928	OK	 
REQUEST	1684		R_ObtenerListadoPerros	1683836799076	1683836807928	OK	 
USER	S_ObtenerListadoPerros	1684	END	1683836799076	1683836807929
USER	S_ObtenerListadoPerros	2178	END	1683836801851	1683836807929
REQUEST	1578		R_ObtenerListadoPerros	1683836798433	1683836807932	OK	 
USER	S_ObtenerListadoPerros	1578	END	1683836798432	1683836807932
REQUEST	2247		R_ObtenerListadoPerros	1683836802223	1683836807950	OK	 
USER	S_ObtenerListadoPerros	2247	END	1683836802223	1683836807951
REQUEST	1410		R_ObtenerListadoPerros	1683836797360	1683836807956	KO	j.n.s.SSLException: handshake timed out
REQUEST	1260		R_ObtenerListadoPerros	1683836796359	1683836807956	KO	j.n.s.SSLException: handshake timed out
USER	S_ObtenerListadoPerros	1410	END	1683836797360	1683836807956
REQUEST	1412		R_ObtenerListadoPerros	1683836797374	1683836807956	KO	j.n.s.SSLException: handshake timed out
USER	S_ObtenerListadoPerros	1260	END	1683836796359	1683836807956
USER	S_ObtenerListadoPerros	1412	END	1683836797374	1683836807956
REQUEST	2475		R_ObtenerListadoPerros	1683836803400	1683836807976	OK	 
USER	S_ObtenerListadoPerros	2475	END	1683836803399	1683836807976
REQUEST	2134		R_ObtenerListadoPerros	1683836801620	1683836807978	OK	 
USER	S_ObtenerListadoPerros	2134	END	1683836801620	1683836807978
REQUEST	2023		R_ObtenerListadoPerros	1683836801004	1683836807989	KO	j.n.c.ClosedChannelException
USER	S_ObtenerListadoPerros	2023	END	1683836801004	1683836807990
REQUEST	2499		R_ObtenerListadoPerros	1683836803523	1683836807995	KO	j.n.c.ClosedChannelException
USER	S_ObtenerListadoPerros	2499	END	1683836803523	1683836807996
REQUEST	1572		R_ObtenerListadoPerros	1683836798389	1683836808004	OK	 
USER	S_ObtenerListadoPerros	1572	END	1683836798389	1683836808004
REQUEST	1261		R_ObtenerListadoPerros	1683836796374	1683836808016	KO	j.n.s.SSLException: handshake timed out
USER	S_ObtenerListadoPerros	1261	END	1683836796374	1683836808016
REQUEST	2241		R_ObtenerListadoPerros	1683836802192	1683836808031	OK	 
USER	S_ObtenerListadoPerros	2241	END	1683836802192	1683836808032
REQUEST	2218		R_ObtenerListadoPerros	1683836802069	1683836808042	KO	j.n.c.ClosedChannelException
USER	S_ObtenerListadoPerros	2218	END	1683836802069	1683836808042
REQUEST	2244		R_ObtenerListadoPerros	1683836802207	1683836808045	OK	 
USER	S_ObtenerListadoPerros	2244	END	1683836802207	1683836808045
REQUEST	2062		R_ObtenerListadoPerros	1683836801218	1683836808047	OK	 
USER	S_ObtenerListadoPerros	2062	END	1683836801218	1683836808047
REQUEST	1437		R_ObtenerListadoPerros	1683836797529	1683836808078	KO	j.n.s.SSLException: handshake timed out
REQUEST	1436		R_ObtenerListadoPerros	1683836797529	1683836808078	KO	j.n.s.SSLException: handshake timed out
USER	S_ObtenerListadoPerros	1436	END	1683836797529	1683836808078
USER	S_ObtenerListadoPerros	1437	END	1683836797529	1683836808078
REQUEST	2399		R_ObtenerListadoPerros	1683836803013	1683836808085	OK	 
USER	S_ObtenerListadoPerros	2399	END	1683836803013	1683836808086
REQUEST	1512		R_ObtenerListadoPerros	1683836798017	1683836808090	OK	 
USER	S_ObtenerListadoPerros	1512	END	1683836798017	1683836808090
REQUEST	2328		R_ObtenerListadoPerros	1683836802657	1683836808092	OK	 
USER	S_ObtenerListadoPerros	2328	END	1683836802656	1683836808093
REQUEST	1438		R_ObtenerListadoPerros	1683836797542	1683836808093	KO	j.n.s.SSLException: handshake timed out
USER	S_ObtenerListadoPerros	1438	END	1683836797542	1683836808093
REQUEST	2473		R_ObtenerListadoPerros	1683836803384	1683836808094	OK	 
USER	S_ObtenerListadoPerros	2473	END	1683836803383	1683836808095
REQUEST	2326		R_ObtenerListadoPerros	1683836802641	1683836808101	OK	 
USER	S_ObtenerListadoPerros	2326	END	1683836802641	1683836808101
REQUEST	2294		R_ObtenerListadoPerros	1683836802472	1683836808107	OK	 
USER	S_ObtenerListadoPerros	2294	END	1683836802472	1683836808108
REQUEST	2061		R_ObtenerListadoPerros	1683836801218	1683836808114	OK	 
USER	S_ObtenerListadoPerros	2061	END	1683836801218	1683836808114
REQUEST	2177		R_ObtenerListadoPerros	1683836801851	1683836808115	OK	 
USER	S_ObtenerListadoPerros	2177	END	1683836801851	1683836808116
REQUEST	1937		R_ObtenerListadoPerros	1683836800531	1683836808116	OK	 
USER	S_ObtenerListadoPerros	1937	END	1683836800531	1683836808117
REQUEST	2376		R_ObtenerListadoPerros	1683836802890	1683836808138	OK	 
USER	S_ObtenerListadoPerros	2376	END	1683836802890	1683836808138
REQUEST	2373		R_ObtenerListadoPerros	1683836802890	1683836808139	OK	 
USER	S_ObtenerListadoPerros	2373	END	1683836802890	1683836808139
REQUEST	2383		R_ObtenerListadoPerros	1683836802936	1683836808142	OK	 
USER	S_ObtenerListadoPerros	2383	END	1683836802935	1683836808142
REQUEST	2486		R_ObtenerListadoPerros	1683836803449	1683836808149	OK	 
REQUEST	1967		R_ObtenerListadoPerros	1683836800689	1683836808149	OK	 
USER	S_ObtenerListadoPerros	1967	END	1683836800689	1683836808150
USER	S_ObtenerListadoPerros	2486	END	1683836803449	1683836808150
REQUEST	1653		R_ObtenerListadoPerros	1683836798879	1683836808164	OK	 
USER	S_ObtenerListadoPerros	1653	END	1683836798879	1683836808164
REQUEST	2246		R_ObtenerListadoPerros	1683836802223	1683836808167	OK	 
REQUEST	1940		R_ObtenerListadoPerros	1683836800546	1683836808167	OK	 
USER	S_ObtenerListadoPerros	1940	END	1683836800546	1683836808167
USER	S_ObtenerListadoPerros	2246	END	1683836802223	1683836808167
REQUEST	2472		R_ObtenerListadoPerros	1683836803384	1683836808168	OK	 
USER	S_ObtenerListadoPerros	2472	END	1683836803383	1683836808169
REQUEST	1941		R_ObtenerListadoPerros	1683836800549	1683836808173	OK	 
USER	S_ObtenerListadoPerros	1941	END	1683836800549	1683836808173
REQUEST	1951		R_ObtenerListadoPerros	1683836800608	1683836808175	OK	 
USER	S_ObtenerListadoPerros	1951	END	1683836800607	1683836808176
REQUEST	2120		R_ObtenerListadoPerros	1683836801559	1683836808179	OK	 
USER	S_ObtenerListadoPerros	2120	END	1683836801558	1683836808179
REQUEST	1938		R_ObtenerListadoPerros	1683836800531	1683836808180	OK	 
USER	S_ObtenerListadoPerros	1938	END	1683836800531	1683836808181
REQUEST	1451		R_ObtenerListadoPerros	1683836797619	1683836808200	KO	j.n.s.SSLException: handshake timed out
REQUEST	2212		R_ObtenerListadoPerros	1683836802038	1683836808200	KO	j.n.c.ClosedChannelException
USER	S_ObtenerListadoPerros	1451	END	1683836797619	1683836808200
USER	S_ObtenerListadoPerros	2212	END	1683836802038	1683836808200
REQUEST	1950		R_ObtenerListadoPerros	1683836800608	1683836808205	OK	 
USER	S_ObtenerListadoPerros	1950	END	1683836800607	1683836808205
REQUEST	2309		R_ObtenerListadoPerros	1683836802549	1683836808213	KO	j.n.c.ClosedChannelException
REQUEST	2500		R_ObtenerListadoPerros	1683836803523	1683836808213	KO	j.n.c.ClosedChannelException
USER	S_ObtenerListadoPerros	2309	END	1683836802549	1683836808213
USER	S_ObtenerListadoPerros	2500	END	1683836803523	1683836808213
REQUEST	2484		R_ObtenerListadoPerros	1683836803445	1683836808222	OK	 
REQUEST	2094		R_ObtenerListadoPerros	1683836801389	1683836808222	OK	 
REQUEST	2089		R_ObtenerListadoPerros	1683836801359	1683836808222	KO	j.n.c.ClosedChannelException
USER	S_ObtenerListadoPerros	2484	END	1683836803445	1683836808222
USER	S_ObtenerListadoPerros	2094	END	1683836801389	1683836808222
USER	S_ObtenerListadoPerros	2089	END	1683836801359	1683836808222
REQUEST	1866		R_ObtenerListadoPerros	1683836800119	1683836808223	OK	 
USER	S_ObtenerListadoPerros	1866	END	1683836800119	1683836808223
REQUEST	1952		R_ObtenerListadoPerros	1683836800609	1683836808235	OK	 
REQUEST	2041		R_ObtenerListadoPerros	1683836801099	1683836808235	OK	 
USER	S_ObtenerListadoPerros	2041	END	1683836801099	1683836808235
USER	S_ObtenerListadoPerros	1952	END	1683836800609	1683836808235
REQUEST	1465		R_ObtenerListadoPerros	1683836797711	1683836808235	KO	j.n.s.SSLException: handshake timed out
USER	S_ObtenerListadoPerros	1465	END	1683836797711	1683836808236
REQUEST	1471		R_ObtenerListadoPerros	1683836797757	1683836808246	KO	j.n.s.SSLException: handshake timed out
REQUEST	1477		R_ObtenerListadoPerros	1683836797789	1683836808246	KO	j.n.s.SSLException: handshake timed out
REQUEST	1474		R_ObtenerListadoPerros	1683836797772	1683836808246	KO	j.n.s.SSLException: handshake timed out
REQUEST	1464		R_ObtenerListadoPerros	1683836797699	1683836808246	KO	j.n.s.SSLException: handshake timed out
REQUEST	1463		R_ObtenerListadoPerros	1683836797699	1683836808246	KO	j.n.s.SSLException: handshake timed out
USER	S_ObtenerListadoPerros	1477	END	1683836797789	1683836808246
USER	S_ObtenerListadoPerros	1471	END	1683836797756	1683836808246
USER	S_ObtenerListadoPerros	1474	END	1683836797771	1683836808246
USER	S_ObtenerListadoPerros	1464	END	1683836797699	1683836808246
USER	S_ObtenerListadoPerros	1463	END	1683836797699	1683836808246
REQUEST	1467		R_ObtenerListadoPerros	1683836797726	1683836808246	KO	j.n.s.SSLException: handshake timed out
USER	S_ObtenerListadoPerros	1467	END	1683836797726	1683836808246
REQUEST	1479		R_ObtenerListadoPerros	1683836797802	1683836808247	KO	j.n.s.SSLException: handshake timed out
USER	S_ObtenerListadoPerros	1479	END	1683836797802	1683836808247
REQUEST	2261		R_ObtenerListadoPerros	1683836802300	1683836808252	OK	 
USER	S_ObtenerListadoPerros	2261	END	1683836802300	1683836808252
REQUEST	2305		R_ObtenerListadoPerros	1683836802533	1683836808253	KO	j.n.c.ClosedChannelException
USER	S_ObtenerListadoPerros	2305	END	1683836802533	1683836808253
REQUEST	2488		R_ObtenerListadoPerros	1683836803461	1683836808258	OK	 
USER	S_ObtenerListadoPerros	2488	END	1683836803460	1683836808259
REQUEST	1480		R_ObtenerListadoPerros	1683836797817	1683836808259	KO	j.n.s.SSLException: handshake timed out
USER	S_ObtenerListadoPerros	1480	END	1683836797817	1683836808259
REQUEST	1475		R_ObtenerListadoPerros	1683836797772	1683836808261	KO	j.n.s.SSLException: handshake timed out
REQUEST	1484		R_ObtenerListadoPerros	1683836797833	1683836808262	KO	j.n.s.SSLException: handshake timed out
REQUEST	1481		R_ObtenerListadoPerros	1683836797817	1683836808262	KO	j.n.s.SSLException: handshake timed out
USER	S_ObtenerListadoPerros	1475	END	1683836797771	1683836808262
USER	S_ObtenerListadoPerros	1484	END	1683836797833	1683836808262
USER	S_ObtenerListadoPerros	1481	END	1683836797817	1683836808262
REQUEST	1483		R_ObtenerListadoPerros	1683836797819	1683836808262	KO	j.n.s.SSLException: handshake timed out
USER	S_ObtenerListadoPerros	1483	END	1683836797819	1683836808262
REQUEST	2106		R_ObtenerListadoPerros	1683836801466	1683836808280	OK	 
USER	S_ObtenerListadoPerros	2106	END	1683836801466	1683836808281
REQUEST	2259		R_ObtenerListadoPerros	1683836802285	1683836808293	OK	 
USER	S_ObtenerListadoPerros	2259	END	1683836802284	1683836808294
REQUEST	1486		R_ObtenerListadoPerros	1683836797848	1683836808307	KO	j.n.s.SSLException: handshake timed out
USER	S_ObtenerListadoPerros	1486	END	1683836797848	1683836808308
REQUEST	1485		R_ObtenerListadoPerros	1683836797848	1683836808308	KO	j.n.s.SSLException: handshake timed out
REQUEST	1491		R_ObtenerListadoPerros	1683836797879	1683836808308	KO	j.n.s.SSLException: handshake timed out
USER	S_ObtenerListadoPerros	1485	END	1683836797848	1683836808308
USER	S_ObtenerListadoPerros	1491	END	1683836797879	1683836808308
REQUEST	1482		R_ObtenerListadoPerros	1683836797819	1683836808307	KO	j.n.s.SSLException: handshake timed out
USER	S_ObtenerListadoPerros	1482	END	1683836797819	1683836808308
REQUEST	2138		R_ObtenerListadoPerros	1683836801639	1683836808316	OK	 
REQUEST	2108		R_ObtenerListadoPerros	1683836801469	1683836808316	OK	 
USER	S_ObtenerListadoPerros	2138	END	1683836801639	1683836808316
USER	S_ObtenerListadoPerros	2108	END	1683836801469	1683836808316
REQUEST	2040		R_ObtenerListadoPerros	1683836801097	1683836808326	OK	 
USER	S_ObtenerListadoPerros	2040	END	1683836801096	1683836808327
REQUEST	1362		R_ObtenerListadoPerros	1683836797043	1683836808400	KO	j.n.s.SSLException: handshake timed out
USER	S_ObtenerListadoPerros	1362	END	1683836797043	1683836808400
REQUEST	1856		R_ObtenerListadoPerros	1683836800059	1683836808406	OK	 
USER	S_ObtenerListadoPerros	1856	END	1683836800059	1683836808406
REQUEST	2109		R_ObtenerListadoPerros	1683836801469	1683836808407	OK	 
USER	S_ObtenerListadoPerros	2109	END	1683836801469	1683836808408
REQUEST	2017		R_ObtenerListadoPerros	1683836800973	1683836808412	OK	 
USER	S_ObtenerListadoPerros	2017	END	1683836800973	1683836808412
REQUEST	1847		R_ObtenerListadoPerros	1683836800013	1683836808448	KO	j.n.c.ClosedChannelException
USER	S_ObtenerListadoPerros	1847	END	1683836800013	1683836808448
REQUEST	1368		R_ObtenerListadoPerros	1683836797083	1683836808453	KO	j.n.s.SSLException: handshake timed out
USER	S_ObtenerListadoPerros	1368	END	1683836797083	1683836808453
REQUEST	2220		R_ObtenerListadoPerros	1683836802084	1683836808489	OK	 
USER	S_ObtenerListadoPerros	2220	END	1683836802084	1683836808489
REQUEST	2336		R_ObtenerListadoPerros	1683836802689	1683836808556	OK	 
USER	S_ObtenerListadoPerros	2336	END	1683836802689	1683836808557
REQUEST	1503		R_ObtenerListadoPerros	1683836797955	1683836808569	KO	j.n.s.SSLException: handshake timed out
USER	S_ObtenerListadoPerros	1503	END	1683836797955	1683836808569
REQUEST	1504		R_ObtenerListadoPerros	1683836797959	1683836808570	KO	j.n.s.SSLException: handshake timed out
USER	S_ObtenerListadoPerros	1504	END	1683836797959	1683836808570
REQUEST	2491		R_ObtenerListadoPerros	1683836803479	1683836808570	OK	 
USER	S_ObtenerListadoPerros	2491	END	1683836803479	1683836808571
REQUEST	1989		R_ObtenerListadoPerros	1683836800809	1683836808582	OK	 
REQUEST	1986		R_ObtenerListadoPerros	1683836800807	1683836808582	OK	 
REQUEST	1988		R_ObtenerListadoPerros	1683836800809	1683836808582	OK	 
USER	S_ObtenerListadoPerros	1986	END	1683836800807	1683836808583
USER	S_ObtenerListadoPerros	1988	END	1683836800809	1683836808583
USER	S_ObtenerListadoPerros	1989	END	1683836800809	1683836808583
REQUEST	2107		R_ObtenerListadoPerros	1683836801466	1683836808584	OK	 
USER	S_ObtenerListadoPerros	2107	END	1683836801466	1683836808584
REQUEST	2093		R_ObtenerListadoPerros	1683836801388	1683836808585	OK	 
USER	S_ObtenerListadoPerros	2093	END	1683836801388	1683836808585
REQUEST	2333		R_ObtenerListadoPerros	1683836802673	1683836808594	OK	 
USER	S_ObtenerListadoPerros	2333	END	1683836802672	1683836808594
REQUEST	1379		R_ObtenerListadoPerros	1683836797158	1683836808600	KO	j.n.s.SSLException: handshake timed out
USER	S_ObtenerListadoPerros	1379	END	1683836797158	1683836808600
REQUEST	2264		R_ObtenerListadoPerros	1683836802316	1683836808625	KO	j.n.c.ClosedChannelException
USER	S_ObtenerListadoPerros	2264	END	1683836802316	1683836808626
REQUEST	2429		R_ObtenerListadoPerros	1683836803168	1683836808677	OK	 
USER	S_ObtenerListadoPerros	2429	END	1683836803167	1683836808678
REQUEST	2334		R_ObtenerListadoPerros	1683836802688	1683836808678	OK	 
REQUEST	2335		R_ObtenerListadoPerros	1683836802688	1683836808678	OK	 
USER	S_ObtenerListadoPerros	2334	END	1683836802688	1683836808678
USER	S_ObtenerListadoPerros	2335	END	1683836802688	1683836808678
REQUEST	2168		R_ObtenerListadoPerros	1683836801806	1683836808680	KO	j.n.c.ClosedChannelException
USER	S_ObtenerListadoPerros	2168	END	1683836801805	1683836808680
REQUEST	2332		R_ObtenerListadoPerros	1683836802673	1683836808680	OK	 
REQUEST	1234		R_ObtenerListadoPerros	1683836796189	1683836808680	KO	j.n.s.SSLException: handshake timed out
USER	S_ObtenerListadoPerros	1234	END	1683836796189	1683836808680
USER	S_ObtenerListadoPerros	2332	END	1683836802672	1683836808680
REQUEST	2358		R_ObtenerListadoPerros	1683836802799	1683836808737	OK	 
USER	S_ObtenerListadoPerros	2358	END	1683836802799	1683836808738
REQUEST	2167		R_ObtenerListadoPerros	1683836801806	1683836808753	KO	j.n.c.ClosedChannelException
USER	S_ObtenerListadoPerros	2167	END	1683836801805	1683836808753
REQUEST	2170		R_ObtenerListadoPerros	1683836801809	1683836808754	KO	j.n.c.ClosedChannelException
USER	S_ObtenerListadoPerros	2170	END	1683836801809	1683836808754
REQUEST	2360		R_ObtenerListadoPerros	1683836802813	1683836808763	OK	 
USER	S_ObtenerListadoPerros	2360	END	1683836802812	1683836808764
REQUEST	2064		R_ObtenerListadoPerros	1683836801219	1683836808784	OK	 
USER	S_ObtenerListadoPerros	2064	END	1683836801219	1683836808785
REQUEST	1531		R_ObtenerListadoPerros	1683836798129	1683836808810	KO	j.n.s.SSLException: handshake timed out
USER	S_ObtenerListadoPerros	1531	END	1683836798129	1683836808810
REQUEST	2196		R_ObtenerListadoPerros	1683836801949	1683836808813	OK	 
USER	S_ObtenerListadoPerros	2196	END	1683836801949	1683836808813
REQUEST	1532		R_ObtenerListadoPerros	1683836798129	1683836808816	KO	j.n.s.SSLException: handshake timed out
REQUEST	1533		R_ObtenerListadoPerros	1683836798140	1683836808815	KO	j.n.s.SSLException: handshake timed out
USER	S_ObtenerListadoPerros	1533	END	1683836798140	1683836808816
USER	S_ObtenerListadoPerros	1532	END	1683836798129	1683836808816
REQUEST	2371		R_ObtenerListadoPerros	1683836802874	1683836808846	OK	 
USER	S_ObtenerListadoPerros	2371	END	1683836802874	1683836808846
REQUEST	2418		R_ObtenerListadoPerros	1683836803109	1683836808851	OK	 
USER	S_ObtenerListadoPerros	2418	END	1683836803109	1683836808851
REQUEST	2114		R_ObtenerListadoPerros	1683836801499	1683836808864	OK	 
USER	S_ObtenerListadoPerros	2114	END	1683836801499	1683836808864
REQUEST	1538		R_ObtenerListadoPerros	1683836798171	1683836808878	KO	j.n.s.SSLException: handshake timed out
REQUEST	1536		R_ObtenerListadoPerros	1683836798159	1683836808878	KO	j.n.s.SSLException: handshake timed out
